etadB,keyRatePS
-0,0.11065417715983
2,0.0320778343162545
4,-0.000932440787888905
6,-0.000861263359310589
8,-0.000781583165685429
10,0
12,0
14,0
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
