etadB,keyRatePS
-0,0.277314229359164
2,0.141461916737429
4,0.0705328923426926
6,0.0383237634585138
8,0.0199945554865691
10,0.00973601305294824
12,0.00473217225236221
14,0.00218907666433797
16,0.000895179665055538
18,-1.62025518556566e-05
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
