etadB,keyRatePS
0,0.384615216564665
2,0.200239035810631
4,0.105996965916659
6,0.0550838918560831
8,0.029395642836218
10,0.015423605582315
12,0.0077726174478538
14,0.00361476797908457
16,0.00140264009951787
18,0.000381339306845771
20,-7.6967937359799e-05
22,-0.000191600110203478
24,-0.000146457465376919
26,-0.000105880307688875
28,-9.9543188993641e-05
30,-9.18543532678761e-05
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
