etadB,keyRatePS
0,0.0557480551737459
2,-0.00979677514614392
4,-0.0120212285706503
6,-0.0100743018974209
8,-0.0081022415296663
10,-0.00743290477887231
12,0
14,0
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
