etadB,keyRatePS
0,0.242174078510907
2,0.100474655564532
4,0.0410928483715342
6,0.0166937983820247
8,0.00496303571935805
10,-8.32007478292995e-05
12,-0.00183772934548969
14,-0.00133733885406435
16,-0.00105548065664411
18,-0.000903608913964429
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
