logRenyiAlpha,probTest,decoy_1
-3,0.0983398437500000,0.975000000000000
-3,0.101025390625000,0.881250000000000
-3,0.100000000000000,0.850000000000000
-2.84375000000000,0.129296875000000,0.912500000000000
-2.87500000000000,0.117382812500000,0.850000000000000
-2.87500000000000,0.116406250000000,0.850000000000000
-0.500000000000000,0.118359375000000,0.100000000000000
-2.75000000000000,0.127148437500000,0.850000000000000
-2.50000000000000,0.114453125000000,0.725000000000000
-2.50000000000000,0.182812500000000,0.975000000000000
-0.500000000000000,0.127148437500000,0.100000000000000
-2.25000000000000,0.107128906250000,0.787500000000000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
