etadB,keyRateEUR
-0,0.422951289829074
2,0.239281732126354
4,0.132602544921088
6,0.0706242906947171
8,0.0356177585407088
10,0.0163903126665011
12,0.00628135885773325
14,0.00131053634977388
16,-0.000805282440848501
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
