etadB,keyRateEUR
-0,0.0734094517855075
2,0.0346387770196052
4,0.0144790494440866
6,0.00455566339631884
8,0.000354472962452211
10,-0.00190430210936151
12,-0.00172118404179589
14,-0.00134855832955341
16,-0.00107332787579896
18,-0.000855667221566695
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
