etadB,keyRateEUR
-0,0.0861274383172668
2,0.0450167073121621
4,0.0262650007829567
6,0.0156048895053095
8,0.00925475294344314
10,0.00512325870531702
12,0.00248606393088079
14,0.000819905499972105
16,-0.000172968863043327
18,-0.000127869493433895
20,-9.5156776701705e-05
22,-7.19077958715116e-05
24,-5.51410862709581e-05
26,-4.20622805687545e-05
28,-3.22576050350627e-05
30,-2.5183571673775e-05
32,-1.97055264600873e-05
34,0
36,0
38,0
40,0
