logRenyiAlpha
-2.21884705062547
-2.25957200301408
-2.21884705062547
-2.1302932031801
-2.02137705783384
-1.96275824228396
-1.85289708617518
-1.81409265544856
-1.71600198432154
-1.56230589874905
-1.4176537723253
-1.41085141024785
-1.40688165337787
-1.2
-1.05808435745969
-1.05781939819386
-1.05769057636068
-1.05586051561356
-1.06220826290793
-1.05353323946189
-1.05322340930344
