etadB,keyRateEUR
-0,0.163903126665011
2,0.0628135885773324
4,0.0131053634977388
6,-0.008052824408485
8,0
10,0
12,0
14,0
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,NaN
46,NaN
48,NaN
50,NaN
