logRenyiAlpha,probTest
-1.5,0.23671875
-1.25,0.277734375
-1.125,0.303125
-1.03125,0.328515625
-0.9375,0.36953125
-0.875,0.40859375
-0.625,0.4828125
-0.5,0.4994140625
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
