logRenyiAlpha,probTest
-5,0.0143524169921875
-5,0.013909912109375
-5,0.01424560546875
-5,0.0138031005859375
-4.8125,0.016015625
-4.625,0.0189453125
-4.5,0.021875
-4.375,0.023828125
-4.1875,0.0296875
-4.03125,0.031640625
-3.9375,0.03359375
-3.75,0.04140625
-3.75,0.0375
-3.4375,0.051171875
-3.25,0.0609375
-3.0625,0.06875
-3,0.07265625
-3,0.0658203125
-2.75,0.084375
-2.625,0.09609375
-2.125,0.164453125
-2.125,0.160546875
-2,0.156640625
-1.875,0.178125
-1.875,0.17421875
-1.5625,0.203515625
