logRenyiAlpha,probTest,decoy_1
-2.125,0.1935546875,0.975
-2,0.19697265625,0.85
-2,0.17548828125,0.6
-0.5,0.091015625,0.35
-0.5,0.0890625,0.35
-0.5,0.09296875,0.35
-0.5,0.0890625,0.35
-0.5,0.094921875,0.35
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
