logRenyiAlpha,probTest,decoy_1
-2,0.223828125,0.975
-2,0.23359375,0.85
-1,0.20625,0.35
-0.5,0.10078125,0.35
-0.5,0.118359375,0.35
-0.5,0.12421875,0.35
-0.5,0.1203125,0.1
-0.5,0.141796875,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
