logRenyiAlpha,probTest,decoy_1
-3,0.0846923828125,0.971875
-2.8625,0.089794921875,0.8
-3,0.17734375,0.8
-3,0.1794921875,0.9375
-3,0.174658203125,0.8
-3,0.182177734375,0.834375
-3,0.1743896484375,0.8
-0.525,0.09033203125,0.25
-0.8,0.0892578125,0.525
-0.525,0.00976562499999999,0.1125
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
