etadB,keyRateEUR
-0,0.0707089246642104
2,0.0348701032060521
4,0.0164813604957103
6,0.00735208765274051
8,0.00302112683844233
10,0.00109841663918012
12,0.000323360400861505
14,5.42858916303133e-05
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
