etadB,keyRateEUR
-0,0.147031987594735
2,0.0884797896572057
4,0.053113079657783
6,0.0317717590785677
8,0.0188999877779568
10,0.0111514904106528
12,0.00650651321184036
14,0.00374089257666778
16,0.0021103698806872
18,0.00116195423572008
20,0.000620203604508417
22,0.000318137877183958
24,0.000155052085091123
26,7.06975160422601e-05
28,2.94836271720035e-05
30,1.08209907913057e-05
32,3.20272925769896e-06
34,5.38187439625586e-07
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
