etadB,keyRateEUR
-0,0.11968791118581
2,0.0686031558027763
4,0.0388587103087576
6,0.021673764057753
8,0.0118352066213144
10,0.0062801336080094
12,0.00320815236842268
14,0.00155907251396059
16,0.000709469308848801
18,0.000295485070391016
20,0.000108356511376937
22,3.20551784255859e-05
24,5.38610719502328e-06
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
