logRenyiAlpha
-1.49813430460044
-1.4121616891898
-1.32618907377916
-1.24021645836852
-1.15424384295789
-1.06827122754725
-0.98229861213661
0
0
0
0
0
0
0
0
0
0
0
0
0
0
