logRenyiAlpha
-2.5160992256336
-2.52786404500042
-2.3816141641237
-2.40189552536238
-2.23639851596019
-2.13991396107747
-2.22644460175027
-1.92526363290277
-1.76328530700138
-1.47142462580365
-1.4517747251515
-1.43402733548976
0
0
0
0
0
0
0
0
0
