logRenyiAlpha
-2.625
-2.75
-2.6875
-2.53125
-2.375
-2.28125
-2.109375
-2.0625
-2
-1.875
-1.71875
-1.40625
-0.53125
-0.5625
0
0
0
0
0
0
0
