logRenyiAlpha
-2.32410261239082
-2.17103224030648
-2.32546717714514
-2.34476000133565
-2.09438703277975
-1.90481813410943
-1.80873240730125
-1.8631421675459
-1.7094001582846
-1.5957603935795
-1.51614300889702
-0.983637147964421
0
0
0
0
0
0
0
0
0
