logrenyiAlpha
-2.66621873167548
-2.37327707142181
-2.38684061224146
-2.43677493695989
-2.27022720291587
-2.00384901036206
-1.94726926020088
-1.83918427565849
-1.7758619758624
-1.81198115738463
-1.3720588573254
-1.01308337251523
0
0
0
0
0
0
0
0
0
