logRenyiAlpha
-1.41892187774551
-1.33441114164409
-1.23344649408105
-1.13761061765045
-1.05071408255493
-0.945799295073525
-0.659415288870882
0
0
0
0
0
0
0
0
0
0
0
0
0
0
