etadB,keyRateEUR
-0,0.0682153494419558
2,0.0370508764006331
4,0.0196792673139197
6,0.0102222186849243
8,0.00500181520136185
10,0.00241033426175529
12,0.00106806746898302
14,0.000433128882121524
16,0.000154226704401995
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
