logRenyiAlpha
-2.54987865363365
-2.51800357057100
-2.39086980104528
-2.28310056226209
-2.20621436654646
-1.96807064562169
-1.96807064562169
-1.96807064562169
-1.96807064562169
-1.96342420933900
-1.92600000000000
-1.56230589874905
-1.05782756985403
-1.04731990154171
0
0
0
0
0
0
0
