logRenyiAlpha
-2.0674218519689
-1.94176333430129
-1.87251640910861
-1.86125439604815
-1.82825440822103
-1.79915291858811
-1.78206700400915
0
0
0
0
0
0
0
0
0
0
0
0
0
0
