logRenyiAlpha
-3.28115294937453
-3.28115294937453
-3.19632670645009
-3.08018483210977
-2.96171254355144
-2.84542241240908
-2.76922092451963
-2.63578286959516
-2.56596092440878
-2.50770972167339
-2.44764466085757
-2.33766213217169
-2.21884705062547
-2.21884705062547
-1.96662248902861
-1.96807064562169
-1.96807064562169
-1.76121783138871
-1.58345038576163
-1.51976743631015
-1.32880000000000
