logrenyiAlpha,epsilonInt,Ntot,iteration
-2.0716552734375,0,1000000,1
-1.9404296875,0,1000000,2
-1.86328125,0,1000000,3
-1.76708984375,0,1000000,4
-1.75181579589844,0,1000000,5
-1.60526275634766,0,1000000,6
-0.950212478637695,0,1000000,7
