logRenyiAlpha
-2.57698184570222
-2.55209562398422
-2.40478604253603
-2.29435311507552
-2.21884705062547
-2.11328125000000
-1.96096801757812
-1.96807064562169
-1.96807064562169
-1.68682064562169
-1.70450064297281
-1.49487730988186
0
0
0
0
0
0
0
0
0
