logRenyiAlpha
-2.92221942003957
-2.92478510241301
-2.79641460737579
-2.69887492651190
-2.60962620042784
-2.50359364613927
-2.41716137714404
-2.30522807492484
-2.33167945921240
-2.21884705062547
-2.23378686037882
-2.19793382223704
-1.85714
-1.8
-1.78057064562169
-1.78117796906155
0
0
0
0
0
