logRenyiAlpha
-3.06250000000000
-2.87500000000000
-2.89062500000000
-2.68750000000000
-2.62500000000000
-2.40625000000000
-2.46875000000000
-2.24218750000000
-2.54687500000000
-2
-2.06250000000000
-1.75812500000000
-1.64250000000000
-1.86867187500000
-1.15886962890625
0
0
0
0
0
0
