logrenyiAlpha,epsilonInt,Ntot,iteration
-2.15834045410156,0.1,1000000,8
-1.970458984375,0.1,1000000,9
-1.99365234375,0.1,1000000,10
-1.81670379638672,0.1,1000000,11
-1.63975524902344,0.1,1000000,12
-1.8389892578125,0.1,1000000,13
