logRenyiAlpha
-3.37500000000000
-3.12500000000000
-3.06250000000000
-3
-2.90625000000000
-3.07812500000000
-2.68750000000000
-2.99218750000000
-2.28125000000000
-2.50000000000000
-2.18750000000000
-2.37500000000000
-1.93750000000000
-2.50001525878906
-1.97142857142857
-1.92475585937500
-2.03495529800639
-1.93687987248483
-1.81558207869518
-1.59533375830214
-1.10028760226676
