logrenyiAlpha,epsilonInt,Ntot,iteration
-2.18933868408203,0,1000000,1
-2.0380859375,0,1000000,2
-1.93360900878906,0,1000000,3
-1.79833984375,0,1000000,4
-1.75132751464844,0,1000000,5
-1.71454620361329,0,1000000,6
-1.70753669738769,0,1000000,7
