logRenyiAlpha
-3.49899291992188
-3.46679687500000
-3.12695312500000
-3.37499237060547
-3.34375000000000
-3
-2.87500000000000
-3.24218750000000
-2.59765625000000
-2.31250000000000
-2.28131103515625
-2.34375000000000
-2.31634521484375
-2.12597656250000
-2.17804254824392
-1.91408125000000
-2.12778977066264
-2.00765991210938
-1.95690917968750
-1.33398437500000
-1.75024414062500
