logRenyiAlpha
-2.62500000000000
-2.75000000000000
-2.68750000000000
-2.46875000000000
-2.25000000000000
-2.17187500000000
-2.23437500000000
-2.06250000000000
-1.87500000000000
-1.75000000000000
-1.53048828125000
-0.549140625000000
-0.798750000000000
0
0
0
0
0
0
0
0
