logrenyiAlpha,epsilonInt,Ntot,iteration
-2.12130737304687,0.25,1000000,14
-2.14591217041015,0.25,1000000,15
-1.9500617980957,0.25,1000000,16
-2.06768798828125,0.25,1000000,17
