logRenyiAlpha
-2.18164062500000
-2.06237792968750
-2.01635742187500
-1.99548339843750
-1.80470275878906
-1.68551635742188
-1.49511718750000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
