logRenyiAlpha
-2.75000000000000
-2.75000000000000
-2.68750000000000
-2.53125000000000
-2.31250000000000
-2.28125000000000
-2.23437500000000
-2.06250000000000
-1.87500000000000
-1.75000000000000
-1.59375000000000
-1.40625000000000
-0.781250000000000
-0.546875000000000
0
0
0
0
0
0
0
