Var1
-2.1551405754137
-2.17423010708481
-2.11044076541031
-1.97116070894473
-1.91700799599947
-1.87270200910088
-1.82176299570767
-1.74322009550696
-1.64855865793017
-1.56230589874905
-1.40663291821834
-1.40311519389196
-1.40105027801922
-1.39983836578841
0
0
0
0
0
0
0
