etadB,keyRateEUR
-0,-0.025302267150755
2,-0.0380795820752713
4,0
6,0
8,0
10,0
12,0
14,0
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
